language,incl,done,category,id,species,area,nature,exotic,simp,script,term,script alt,term alt,IPA,status,ety,literal,meaning,remark,notes,first,ambiguous,source page,source,source link,conventionalized,dict page,dictionary,dict link,wiktionary,date,century,period,based on,att page,attested,att,att link,CQL,warning,historic,per m H,tenten,per m C,bdb,etymology,quote,historical corpus,analyzability,structure,element,borrowing,how,type,has prototype,is prototype,modifier tr,head tr,specifying word tr,modifier,headword,specifier,modifier type,sensory,headword type,similarity,mechanism,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum frutescens,America,spice; fruit,,,,hot pepper,,,,alternative,,,,,,,yes,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,hot,pepper,,hot,pepper,,taste,thermal; gustatory,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum annuum; C. frutescens,America,spice; fruit; plant,,,,Indian pepper,,,,archaic,,,,,,,yes,,,,yes,,OED,,,1578,16,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Indian,pepper,,Indian,pepper,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum annuum Longum,America,spice; fruit; plant,,,,paprika pepper,,,,alternative,,,,,more fully,,no,,,,yes,,OED,https://www.oed.com/view/Entry/137206?rskey=wcaHLo&result=1#eid32248654,,1839,19,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,paprika,pepper,,paprika,pepper,,type,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum spp.,America,fruit,,,,pod pepper,,,,related,,,capsicum,,"rare, literal translation of the word capsicum",,no,,,,yes,,OED,https://www.oed.com/view/Entry/146442?redirectedFrom=pod+pepper#eid29340710,,1829,19,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,pod,pepper,,pod,pepper,,shape,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum spp.,America,spice; fruit; plant,,,,red pepper,,,,alternative,,,"Originally: a hot, pungent spice prepared from chilli peppers, the red, elongated, ripe fruits of the Capsicum annum Longum group (also figurative); the fruit itself. Now more usually: the red, mild-flavoured, bell-shaped, ripe fruit of the sweet pepper (the Capsicum annuum Grossum group). Cf. pepper n. 3.",,,,no,,van_wyk_culinary_2014,,yes,,OED,https://www.oed.com/view/Entry/271894,,1559,16,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,red,pepper,,red,pepper,,color,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum annuum Longum,America,fruit; plant,,,,sweet pepper,,,,related,,,,,,,no,,,,yes,,OED,https://www.oed.com/view/Entry/140433?rskey=CqePxf&result=1#eid31148205,,1578,16,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,sweet,pepper,,sweet,pepper,,taste,gustatory,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum frutescens,America,spice; fruit,,,,Tabasco pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Tabasco,pepper,,Tabasco,pepper,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum frutescens,America,spice; fruit,,,,piri piri,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,compound,2,yes,phonetic,basic,,,,piri piri,,,piri piri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum spp.,America,fruit; plant,,,,capsicum,,,,related,,,,,"irregular etymology, first as Capsicum Indicum (1664)",,no,,,,yes,,OED,https://www.oed.com/view/Entry/27593,,1798,18,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,learned loan,basic,,,,capsicum,,,capsicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum spp.,America,spice; plant,yes,,,chili,,chilli,,default,done,,,,,,yes,,van_wyk_culinary_2014,,yes,chilli,OED,https://www.oed.com/view/Entry/31675,,1662,17,,OED,,,,,,,,,,,," In Spanish chile, chili, < chilli, the name of the plant in a Central American Indian language in the 16th cent. Simeon Dict. Langue Nahuatl, has ‘Chilli, piment dont on compte douze espèces principales; il sert à composer avec le maïs une boisson très-recherchée chilli atolli, chillatolli’. So ‘chilatl eau de chilli’, etc. As early as 1631, Bontius erroneously stated that the name was from Chile in South America ‘quasi dicas piper a Chile’.",,,unanalyzable,simple,1,yes,phonetic,basic,,,,chili,,,chili,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum annuum,America,spice; fruit; color,,,,paprika,,,,alternative,done,,,,designating a dish in 1830,,yes,,van_wyk_culinary_2014,,yes,paprika,OED,https://www.oed.com/view/Entry/137206,,1830,19,,,,,,,,,,,,,,"Origin: A borrowing from Hungarian. Etymon: Hungarian paprika. Etymology: < Hungarian paprika (1775 or earlier in sense B. 2) < Serbian and Croatian paprika < papr- , inflectional stem of papar pepper ( < classical Latin piper : see pepper n.) + -(i)ka , diminutive suffix. Compare German Paprika (1831 or earlier in sense B. 1, now also in sense B. 2), French paprika (1922 in sense B. 1; 1832 in obsolete sense ‘pepper soup’: compare quot. 1830 at sense A. 1). Compare paprikahendl n., paprikahuhn n., paprikash n. The plant, originally from the Americas, is said to have been brought to Hungary by the Turks in the 16th cent., and was at first known in Hungarian as Török-bors Turkish pepper. The name paprika first appeared in a book on Hungarian medicinal herbs published in 1775.","J. Paget Hungary & Transylvania II. xv. 521   The wretches are cut into pieces, thrown into a pot, with water, butter, flour, cream, and an inordinate quantity of red pepper, or paprika.",,unanalyzable,simple,1,yes,phonetic,basic,,,,paprika,,,paprika,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,chile,chile,Capsicum spp.,America,plant; fruit,,,,pepper,,,,alternative,,,,,also Piper spp.,,yes,,,,yes,pepper,OED,https://www.oed.com/view/Entry/140433,,1597,16,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,pepper,,,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,spice,,,,Ceylon cinnamon,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Ceylon,cinnamon,,Ceylon,cinnamon,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,plant; spice,,,,true cinnamon,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,true,cinnamon,,true,cinnamon,,positive authenticity,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,spice; plant,yes,,,cinnamon,,,,default,done,,,,,word,yes,,van_wyk_culinary_2014,,yes,cinnamon,OED,https://www.oed.com/view/Entry/33132,,c1430,15,,OED,,,,,,,,,,,,"< French cinnamome, also in 16th cent. cinamonde, < Latin cinnamōmum, < Greek κιννάμωμον. There was also a later Greek κίνναμον, whence Latin cinnamon, cinnamum, to which the current English form is, at least in part, due. The Greek was of Semitic origin = Hebrew qinnāmōn, cinnamon.","J. Lydgate tr. Bochas Fall of Princes (1554) vii. ix. 174 a   Sinamome, frankensence withal.",,unanalyzable,simple,1,yes,phonetic,basic,,yes,,cinnamon,,,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,clove,clove,Syzygium aromaticum,Asia,spice; plant,yes,,,clove,,cloves,,default,done,,,,usually in plural,,no,,van_wyk_culinary_2014,,yes,clove,OED,https://www.oed.com/view/Entry/34731,,?c1225,13,,OED,,,,,,,,,,,,"Middle English clow(e , < French clou, in full clou de girofle , ‘girofle nail’ (see clove gillyflower n.), clou being a popular addition to the original name girofle, from the resemblance of a single bud of the girofle, with its stalk, to a nail, clou, Latin clāvus. In Spanish it is clavo, Portuguese cravo. The phonetic history of the word in English contains points of difficulty. Originally clowe , cloue was, like the French, undoubtedly /kluː/, which would in due course have become clow . It is surmised that in the 15–16th cent. spelling cloue , u was taken to mean v , as in moue , loue , etc. (compare approve v.2); but it is not known how such a change in the spoken word occurred as to give the modern pronunciation, which is perhaps already indicated by the 15th cent. spelling cloyfe (= clōve ), is suggested by the plural close in 1555, and is implied in quot. 1598 at sense 1a.",Ancrene Riwle (Cleo. C.vi) (1972) 272   Ne makede neauer strengðe of giniure ne of zeduale. ne of clou de gilofre.,,unanalyzable,simple,1,yes,phonetic,basic,,,,clove,,,clove,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,coriander,coriander,Coriandrum sativum,Asia,,,,,Chinese parsley,,,,alias,,,,,cf. cilantro,,no,,van_wyk_culinary_2014,,yes,,OED,https://www.oed.com/view/Entry/31770?redirectedFrom=Chinese+parsley#eid9507068,,1895,19,,,,,,,,,,,,,,,"N.Y. Times 19 May iv. 25/6   The Chinese parsley is quite different from the ordinary parsley except in looks. If the spray is crushed between the fingers, an odor at once arises, which is nauseating in the extreme.",,analyzable,compound,2,no,,modified,yes,,Chinese,parsley,,Chinese,parsley,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,coriander,coriander,Coriandrum sativum,Asia,spice,,,,coriander-seed,,,,alternative,,,,,,,no,,,,yes,coriander-seed,OED,https://www.oed.com/view/Entry/41525?redirectedFrom=coriander-seed#eid8153143,,1530,14,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,,coriander,seed,,coriander,seed,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,coriander,coriander,Coriandrum sativum,Asia,,,,,cilantro,,,,alternative,,,,,Chiefly U.S.,,no,,van_wyk_culinary_2014,,yes,,OED,https://www.oed.com/view/Entry/250581?redirectedFrom=cilantro&,,1929,20,,,,,,,,,,,,,,"< Spanish culantro (13th cent. or earlier), cilantro (1606 or earlier) coriander < Latin coliandrum (see coliander n.).",P. W. Kleeman Ramona's Spanish-Mexican Cookery 110   Spices and Preparations..Coriander seed..Cilantro.,,unanalyzable,simple,1,yes,phonetic,basic,,,,cilantro,,,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,coriander,coriander,Coriandrum sativum,Asia,plant; spice,,,,coliander,,,,historic,,,,"In Old English, cellendre < *koljandri , < popular Latin coliandrum ",transposition in Latin,,no,,,,yes,,OED,https://www.oed.com/view/Entry/36166#eid8873987,,c1000,10,,,,,,,,,,,,,,"In Old English, cellendre < *koljandri , < popular Latin coliandrum = Latin coriandrum coriander n.: compare Old High German chullantar, chullintar < *kuljander. In Middle English, coliaundre, < Old French coliandre, representing same Latin form.",Sax. Leechd. I. 218   Genim þas wyrte þe man coliandrum & oðrum naman þam gelice cellendre nemneð.,,unanalyzable,simple,1,yes,phonetic,basic,,,,coliander,,,coliander,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,coriander,coriander,Coriandrum sativum,Asia,plant,yes,,,coriander,,,,default,done,,,,,,no,,van_wyk_culinary_2014,,yes,coriander,OED,https://www.oed.com/view/Entry/41525,,a1300,14,,OED,,,,,,,,,,,,"< French coriandre, < Latin coriandrum , < Greek κορίαννον (apparently a foreign word). An early popular Latin variant coliandrum gave Old English cellendre , Old High German chullantar , Old French coliandre , whence earlier English coliander n.","[in T. Wright & R. P. Wülcker Anglo-Saxon & Old Eng. Vocab. (1884) I. 556/9   Coliandrum, i. coriandre.]",,unanalyzable,simple,1,yes,phonetic,basic,,,,coriander,,,coriander,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,coriander,coriander,Coriandrum sativum,Asia,,,,,dhania,,dhaniya,,alternative,,,,,,,no,,,,yes,,OED,https://www.oed.com/view/Entry/242049,,1925,20,,,,,,,,,,,,,,"< Hindi dhaniyā, Panjabi dhanīā, < Prakrit dhāṇā- in same sense.","J. G. Bruce in E. F. Norton et al. Fight for Everest: 1924 347   We brought from Darjeeling and put into the Base Camp..chillies, dharria [sic], cloves and turmeric.",,unanalyzable,simple,1,yes,phonetic,basic,,,,dhania,,,dhania,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cumin,cumin,Cuminum cyminum,Mediterranean,spice,,,,cumin seed,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,yes,cumin seed,OED,https://www.oed.com/view/Entry/45801?redirectedFrom=cumin+seed#eid7748700,,1530,16,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,,cumin,seed,,cumin,seed,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cumin,cumin,Cuminum cyminum,Asia,plant,yes,,,cumin,,cummin,,default,done,,,,N.E.D. (1893) gives only the pronunciation (kɒ·min) /ˈkʌmɪn/.,,no,,van_wyk_culinary_2014,,yes,cumin,OED,https://www.oed.com/view/Entry/45801,,c897,9,,OED,,,,,,,,,,,,"Old English cymen ( < cumin), < Latin cumīnum (cymīnum), < Greek κύμῑνον. Compare Old High German chumin, cumin, also chumil (Middle High German kümel, German kümmel), Swedish kummin, Danish kummen. The word has also come down in the Romanic languages, Italian cumino, comino, Spanish comino, Portuguese cominho, Old French cumin, comin. Middle English cumin, comin was either from French (like Middle Dutch comijn, Dutch komijn), or altered from Old English cymen after French. The Greek κύμῑνον is supposed to have been a foreign word, cognate in origin with the Semitic names, Hebrew kammôn, Arabic kammûn, and their cognates.",K. Ælfred tr. Gregory Pastoral Care lvii. 439   Ȝe tiogoðiað eowre mintan & eowerne dile & eowerne kymen.,,unanalyzable,simple,1,yes,phonetic,basic,,,,cumin,,,cumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,dill,dill,Anethum graveolens,Mediterranean,spice,,,,dill-seed,,,,alternative,,,,,,,no,,,,yes,dill-seed,OED,https://www.oed.com/view/Entry/52792?redirectedFrom=+dill-seed#eid6802983,,1651,17,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,,dill,seed,,dill,seed,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,dill,dill,Anethum graveolens,Mediterranean,plant,,,,Indian dill,,,,alternative,,,,,a cultivar?,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Indian,dill,,Indian,dill,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,dill,dill,Anethum graveolens,Mediterranean,plant,yes,,,dill,,,,default,done,,,,,,no,,van_wyk_culinary_2014,,yes,dill,OED,https://www.oed.com/view/Entry/52792,,a700,8,Old English,OED,,The Epinal Glossary,,,,,,,,,,"Old English dili, dile, (dil) dyle (masculine) = Old Low German dilli, Middle Dutch and Dutch dille (feminine), Old High German tilli, Middle High German tille masculine and feminine, German dill (masculine), dille (feminine), Danish dild, Swedish dill. Ulterior derivation unknown.",,,unanalyzable,simple,1,yes,phonetic,basic,,,,dill,,,dill,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum aromaticum,Asia,,,,,Bengal cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Bengal,cardamom,,Bengal,cardamom,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum krervanh,Asia,,,,,Cambodian cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Cambodian,cardamom,,Cambodian,cardamom,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum tsao-ko,Asia,,,,,Chinese black cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,Chinese; black,cardamom,,Chinese; black,cardamom,,geographic origin; color,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum compactum,Asia,,,,,Indonesian cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Indonesian,cardamom,,Indonesian,cardamom,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum maximum,Asia,,,,,Java cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Java,cardamom,,Java,cardamom,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum tsao-ko; A. aromaticum,Asia,,,,,large cardamom,,,,related,,,,,,,yes,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,large,cardamom,,large,cardamom,,size,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum villosum,Asia,,,,,Malabar cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Malabar,cardamom,,Malabar,cardamom,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum tsao-ko,Asia,,,,,red cardamom,,,,related,,,,,A. hongtsaoko,,no,,hu_food_2005,,no,,,,,,,,,https://books.google.com.hk/books?id=dhhBAQAAMAAJ&pg=PA348&dq=%22red+cardamom%22&hl=en&sa=X&ved=2ahUKEwi1hNi83c34AhVHp1YBHaGBDvgQ6AF6BAgFEAI#v=onepage&q=%22red%20cardamom%22&f=false,1873,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,red,cardamom,,red,cardamom,,color,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum compactum,Asia,,,,,round cardamom,,,,related,,,,,,,yes,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,round,cardamom,,round,cardamom,,shape,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum globosum,Asia,,,,,round Chinese cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,round; Chinese,cardamom,,round; Chinese,cardamom,,shape; geographic origin,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum krervanh,Asia,,,,,Siam cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Siam,cardamom,,Siam,cardamom,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum villosum,Asia,,,,,Tavoy cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Tavoy,cardamom,,Tavoy,cardamom,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum tsao-ko,Asia,,,,,tsao-ko cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,tsao-ko,cardamom,,tsao-ko,cardamom,,type,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,cardamom,false cardamom,Amomum villosum; A. xanthioides,Asia,,,,,wild Siamese cardamom,,,,related,,,,,,,yes,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,wild; Siamese,cardamom,,wild; Siamese,cardamom,,ecology; geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,seed,,,,fennel-seed,,,,alternative,,,,,,,no,,,,yes,fennel-seed,OED,https://www.oed.com/view/Entry/69273?redirectedFrom=fennel-seed#eid4624139,,c1000,11,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,,fennel,seed,,fennel,seed,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,plant; fruit,,,,Indian fennel,,,,alternative,,,,,cultivar; Fæniculum Panmorium,,no,,van_wyk_culinary_2014,,yes,,OED,https://www.oed.com/view/Entry/69273?redirectedFrom=Indian+fennel+#eid4623902,,?,?,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Indian,fennel,,Indian,fennel,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,plant; fruit,,,,sweet fennel,,,,alternative,,,,,cultivar; Fæniculum dulce or officinale; for leaves,,no,,van_wyk_culinary_2014,,yes,,OED,https://www.oed.com/view/Entry/69273?redirectedFrom=Indian+fennel+#eid4623902,,1796,18,,,,,,,,,,,,,,x,"C. Marshall Introd. Knowl. & Pract. Gardening xvi. 331   Sweet fennel is an annual, cultivated for its seeds in medicine.",,analyzable,compound,2,no,,modified,yes,,sweet,fennel,,sweet,fennel,,taste,gustatory,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,plant,yes,,,fennel,,,,default,done,,,,marathon,,no,,van_wyk_culinary_2014,,yes,fennel,OED,https://www.oed.com/view/Entry/69273,,a700,8,,OED,,The Epinal Glossary,,,,,,,,,,"Old English finugl, finule weak feminine, fenol, finul (masculine), < popular Latin fēnuclum, fēnoclum (substituted for classical Latin faeniculum, diminutive of faenum hay); from the same form come Old French fenoil (modern French fenouil), Provençal fenolh, Italian finocchio, Spanish hinojo.","Epinal Gloss. 451   Finiculus, finugl.",,unanalyzable,simple,1,yes,phonetic,basic,,,,fennel,,,fennel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,fenugreek,fenugreek,Trigonella foenum-graecum,Asia,spice,,,,fenugreek-seed,,,,alternative,,,,,,,no,,,,yes,fenugreek-seed,OED,https://www.oed.com/view/Entry/69289?redirectedFrom=+fenugreek-seed#eid4625765,,1614,17,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,,fenugreek,seed,,fenugreek,seed,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,fenugreek,fenugreek,Trigonella foenum-graecum,Asia,plant,yes,,,fenugreek,,,,default,done,,,,,,no,,van_wyk_culinary_2014,,yes,fenugreek,OED,https://www.oed.com/view/Entry/69289,,c1000,11,,OED,,,,,,,,,,,,"Old English fenogræcum , Latin faenugraecum for faenum Graecum Greek hay, the name given by the Romans (see quot. 1861 at sense 1). The Middle English and later forms are < French fenugrec = Provençal fenugrec, fengrec.",,,semi-analyzable,compound,2,yes,phonetic,cranberry,,,,fenugreek,,,fenugreek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
